Time,Category level 0,Category level 1,Category level 2,Unique SKUs Listed,Unique SKUs Sold,# of sold SKU items,Price before Discount (includ. VAT) (EUR),Discount Value (EUR),Item COGS (net VAT) (EUR),"Waste, # of items"
2023-08-28,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,11,10,16,61.47278,3.219,37.82224,0
2023-07-19,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,13,4,9,27.784921,0.849878,15.97773,0
2023-09-29,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,4,8,17.817406,0.384013,11.21018,0
2023-08-19,Fresh Food,🥕 Fruits & Vegetables,Berries,2,2,28,45.518594,3.617722,23.13533,15
2023-09-09,Fresh Food,🍗 Meat & Fish,Fresh Poultry,6,3,42,190.202416,10.795307,145.78475,0
2023-08-09,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,48,31,93,192.594911,9.256011,126.02978,10
2023-09-11,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,10,10,64,83.505897,4.514268,49.11478,22
2023-09-19,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,10,26,79.937425,0.482836,49.59726,2
2023-09-06,Fresh Food,🍗 Meat & Fish,Fresh Meat,19,14,45,190.815203,29.281777,120.152,4
2023-09-11,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,12,6,11,36.374116,1.636422,25.7495,0
2023-07-07,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,13,8,19,72.552321,4.149481,47.77014,4
2023-09-30,Fresh Food,🧀 Cheese,Soft Cheese,22,16,34,108.41901,8.76012,71.8316,4
2023-08-05,Fresh Food,🥛 Dairy & Eggs,Milk,48,32,134,326.230984,32.950777,215.28022,1
2023-07-04,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,3,7,11.96357,1.298763,7.10382,0
2023-07-11,Fresh Food,🍗 Meat & Fish,Sausages,21,11,23,61.6652,2.999733,39.34399,41
2023-09-10,Fresh Food,🧀 Cheese,Hard Cheese,26,17,38,134.627529,11.309342,88.55859,3
2023-09-06,Fresh Food,🍞 Bakery,Daily Baked Pastries,0,0,0,0,0,0,0
2023-07-30,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,8,26,52.609545,3.417778,32.59956,1
2023-09-21,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,2,6,24.128964,0,16.8384,0
2023-09-06,Fresh Food,🍗 Meat & Fish,Ready To Cook,4,0,0,0,0,0,1
2023-07-15,Fresh Food,🥛 Dairy & Eggs,Milk,48,36,153,351.759996,23.958578,234.64102,28
2023-07-23,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,58,145.395716,6.758945,96.14413,0
2023-07-01,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,23,320,458.877996,28.521271,329.29176,27
2023-07-08,Fresh Food,🧀 Cheese,Blue Cheese,6,2,3,6.459142,0.161686,4.14984,0
2023-09-01,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",25,20,120,200.279238,16.373067,146.77195,5
2023-07-02,Fresh Food,🧀 Cheese,Spreads,28,19,65,132.75358,12.579516,87.11905,0
2023-09-15,Fresh Food,🍗 Meat & Fish,Ready To Cook,3,1,3,10.254897,0.513047,6.39798,1
2023-08-02,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,10,22,56.978276,10.561586,36.24196,0
2023-07-27,Fresh Food,🧀 Cheese,Cheese Snacks,3,3,10,21.61001,0,14.14694,0
2023-09-26,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,48,31,123,258.353149,15.289275,179.92005,7
2023-07-09,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,9,10,46,69.974085,5.69651,30.37601,7
2023-08-31,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,3,12,26.975698,1.307495,17.40628,0
2023-08-03,Fresh Food,🧀 Cheese,Cheese Snacks,3,2,7,16.539943,1.069244,10.86829,0
2023-07-23,Fresh Food,🍗 Meat & Fish,Sausages,21,16,30,83.539327,4.924807,53.61759,0
2023-08-29,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,5,6,16.870539,0.777333,11.09115,0
2023-08-24,Fresh Food,🧀 Cheese,Fresh Cheese,6,4,30,43.987382,4.690367,30.87261,0
2023-08-25,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,3,4,8.092812,0.405046,5.13194,0
2023-07-25,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-08-25,Fresh Food,🥪 Fresh & Ready,Ready Meals,20,8,11,40.279758,0.97211,25.94117,0
2023-09-29,Fresh Food,🍞 Bakery,Crispbread,6,2,6,13.257504,0,6.99666,0
2023-09-22,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-07-28,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,5,41,149.326871,20.881715,157.09043,25
2023-09-19,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,7,4,16,14.392518,0.116686,9.30866,0
2023-07-16,Fresh Food,🥕 Fruits & Vegetables,Vegetables,22,22,275,377.69204,26.552107,162.55056,38
2023-07-04,Fresh Food,🍞 Bakery,Daily Baked Pastries,6,4,37,78.760011,2.100645,58.32312,17
2023-09-12,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,64,40,190,238.081072,26.901012,156.34944,2
2023-07-20,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,4,22,20.278056,1.015118,9.93643,16
2023-08-24,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,49,35,123,253.759772,18.911326,167.76176,9
2023-09-20,Fresh Food,🍗 Meat & Fish,Fresh Meat,14,15,48,196.529859,25.171321,124.64547,2
2023-08-25,Fresh Food,🧀 Cheese,Blue Cheese,5,3,4,11.090148,0,7.14905,0
2023-09-28,Fresh Food,🥕 Fruits & Vegetables,Bio & Organic,9,8,53,92.833135,1.997881,59.66112,0
2023-08-05,Fresh Food,🧀 Cheese,Soft Cheese,19,13,36,110.142475,9.11744,71.84992,0
2023-07-16,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,13,29,113.017722,7.3222,72.63394,0
2023-08-08,Fresh Food,🥪 Fresh & Ready,Ready Meals,22,10,12,55.756029,8.003258,35.82267,0
2023-09-13,Fresh Food,🥕 Fruits & Vegetables,Bio & Organic,6,8,39,75.453515,6.75643,49.07167,1
2023-07-02,Fresh Food,🥕 Fruits & Vegetables,Berries,3,2,52,114.872791,5.247033,74.61545,16
2023-09-15,Fresh Food,🍞 Bakery,Daily Baked Pastries,0,0,0,0,0,0,0
2023-07-30,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,8,4,22,16.195018,1.075893,10.46369,0
2023-07-25,Fresh Food,🧀 Cheese,Sliced Cheese,19,14,38,94.25859,5.485392,61.30908,0
2023-07-12,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,7,24,39.39037,2.533623,26.1426,0
2023-07-15,Fresh Food,🍞 Bakery,Crispbread,6,5,11,23.241099,1.678818,12.46914,0
2023-07-18,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",21,17,103,171.474359,10.593105,122.02325,2
2023-08-28,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,9,13,53.077061,4.773839,32.23012,0
2023-09-15,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-07-16,Fresh Food,🧀 Cheese,Grated Cheese,4,3,6,17.300017,0.794657,10.48015,10
2023-08-30,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,11,80,257.115616,11.12737,154.43743,0
2023-07-30,Fresh Food,🧀 Cheese,Hard Cheese,25,11,25,99.6111,9.557649,65.20257,0
2023-07-28,Fresh Food,🧀 Cheese,Blue Cheese,5,1,1,2.897366,0,1.73761,2
2023-08-03,Fresh Food,🧀 Cheese,Sliced Cheese,19,11,34,83.554714,5.271439,52.59519,0
2023-08-10,Fresh Food,🧀 Cheese,Soft Cheese,19,13,28,89.919025,5.878357,58.22265,0
2023-08-07,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,3,10,22.160335,1.311036,14.50419,0
2023-08-05,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,23,15,51,86.387538,4.320489,51.01264,10
2023-07-27,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,5,8,26.260726,1.586763,19.09191,0
2023-07-05,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,23,13,45,64.023245,3.424806,38.39757,0
2023-07-16,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,25,7,15,57.440353,4.378723,36.84212,33
2023-07-15,Fresh Food,🧀 Cheese,Grated Cheese,4,4,5,13.905885,1.007292,8.35809,0
2023-07-20,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,16,2,6,11.942332,0,9.36096,3
2023-08-20,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,47,42.902925,1.973939,24.20113,5
2023-08-26,Fresh Food,🍞 Bakery,Crispbread,6,5,10,22.67147,2.269172,12.60407,0
2023-07-29,Fresh Food,🍞 Bakery,Sweet Pastries,30,21,80,85.200974,3.278832,51.22562,3
2023-08-01,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,16,5,8,21.784169,3.102754,15.18324,0
2023-09-21,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,49,30,115,231.080012,18.164119,153.22724,0
2023-08-12,Fresh Food,🧀 Cheese,Blue Cheese,5,1,2,4.850982,0,3.30546,0
2023-07-24,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,64,43,180,205.854129,13.83066,130.70959,12
2023-08-10,Fresh Food,🥛 Dairy & Eggs,Milk,48,29,140,299.294501,21.974046,205.04307,0
2023-07-30,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,4,12,28.450488,3.891008,17.56823,2
2023-09-08,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,27,16,66,89.184715,4.20105,55.80815,0
2023-07-03,Fresh Food,🍞 Bakery,Sweet Pastries,30,21,93,83.114776,5.830775,51.93191,0
2023-08-05,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,6,9,23.825268,0.940817,14.85964,1
2023-09-04,Fresh Food,🧀 Cheese,Fresh Cheese,5,5,28,54.458364,4.446902,38.79394,0
2023-07-24,Fresh Food,🥪 Fresh & Ready,Ready Meals,21,13,22,88.073936,6.768975,56.91839,0
2023-08-20,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,3,4,16.171772,1.617986,11.28544,0
2023-07-11,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,10,10,63,85.824657,5.433856,41.1581,37
2023-07-18,Fresh Food,🧀 Cheese,Cottage Cheese,11,5,34,49.797306,3.311863,32.23859,5
2023-07-09,Fresh Food,🧀 Cheese,Cheese Snacks,3,3,8,14.199752,0.413113,9.28897,0
2023-08-28,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,12,10,60,192.127747,9.179212,119.61312,0
2023-07-09,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,9,37,62.27681,8.233911,39.67268,0
2023-09-19,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,10,8,12,39.286705,0,22.88237,0
2023-07-05,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,54,118.406145,9.127432,83.35844,0
2023-08-02,Fresh Food,🥕 Fruits & Vegetables,Fruits,26,25,271,500.842673,27.099031,340.33387,37
2023-09-02,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,10,3,6,12.777299,0.658665,8.36928,0
2023-07-31,Fresh Food,🍗 Meat & Fish,Sausages,20,15,34,86.047382,5.126451,54.81663,0
2023-07-05,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,4,4,16.14666,0.807737,11.26792,0
2023-09-11,Fresh Food,🥕 Fruits & Vegetables,Vegetables,23,22,256,323.241728,21.511281,177.50196,7
2023-07-08,Fresh Food,🧀 Cheese,Cottage Cheese,11,5,18,27.54957,2.56272,17.74604,7
2023-09-25,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,9,10,56,70.231441,3.439718,41.25651,16
2023-07-02,Fresh Food,🧀 Cheese,Blue Cheese,6,2,3,8.174268,0,5.22531,0
2023-08-10,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,3,22,49.292422,0.914322,32.40584,0
2023-09-20,Fresh Food,🥪 Fresh & Ready,Soups,4,0,0,0,0,0,0
2023-07-27,Fresh Food,🥕 Fruits & Vegetables,Berries,4,4,61,153.682676,12.600766,111.8018,13
2023-08-04,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,65,45,217,263.898734,17.365773,166.84628,18
2023-07-19,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,5,7,19.978191,1.21411,12.84693,0
2023-08-21,Fresh Food,🧀 Cheese,Cheese Snacks,3,2,3,6.979323,0.222722,4.62454,0
2023-07-03,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,10,9,70,96.466205,5.986232,45.72151,15
2023-09-09,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,3,15,33.141181,1.393722,21.69131,0
2023-07-30,Fresh Food,🍞 Bakery,Daily Baked Bread,8,9,51,47.563773,3.116454,29.41517,12
2023-09-21,Fresh Food,🥪 Fresh & Ready,Sushi,0,0,0,0,0,0,0
2023-08-14,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,9,5,14,24.679381,3.885243,15.73949,8
2023-07-30,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-09-17,Fresh Food,🍞 Bakery,Gluten Free,2,0,0,0,0,0,1
2023-07-12,Fresh Food,🧀 Cheese,Fresh Cheese,6,6,25,51.248292,3.333714,35.26832,0
2023-09-27,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",23,20,105,182.477459,14.413675,129.67514,5
2023-07-24,Fresh Food,🥕 Fruits & Vegetables,Berries,3,2,29,65.801356,1.931087,51.02142,0
2023-08-13,Fresh Food,🥛 Dairy & Eggs,Milk,49,32,158,358.756582,27.018716,238.97644,1
2023-08-04,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.647179,0,3.16752,0
2023-08-18,Fresh Food,🧀 Cheese,Spreads,32,18,43,91.695618,8.856751,58.84398,14
2023-09-10,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.634613,0,3.15896,0
2023-07-07,Fresh Food,🍗 Meat & Fish,Fish & Seafood,8,3,7,21.389518,1.696139,13.95881,0
2023-08-26,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,50,36,122,258.515736,11.710555,170.52976,2
2023-08-07,Fresh Food,🧀 Cheese,Cottage Cheese,11,9,33,50.564753,3.805839,31.83053,0
2023-07-04,Fresh Food,🥪 Fresh & Ready,Sushi,0,0,0,0,0,0,9
2023-08-31,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,4,9,24.350589,2.444976,16.29512,0
2023-09-06,Fresh Food,🧀 Cheese,Grated Cheese,5,4,14,40.035221,4.514192,23.90708,0
2023-07-25,Fresh Food,🧀 Cheese,Blue Cheese,6,0,0,0,0,0,0
2023-07-19,Fresh Food,🍗 Meat & Fish,Ready To Cook,5,4,6,23.258314,1.315287,15.56085,0
2023-09-05,Fresh Food,🧀 Cheese,Blue Cheese,6,3,4,13.089559,3.951488,8.44303,0
2023-09-16,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,22,17,54,72.507217,6.280357,43.87847,3
2023-08-02,Fresh Food,🧀 Cheese,Hard Cheese,25,15,20,86.020623,9.246452,56.60669,0
2023-07-04,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,10,46,65.249231,2.484416,31.79251,48
2023-08-17,Fresh Food,🧀 Cheese,Sliced Cheese,20,15,39,103.461504,5.298403,68.34922,0
2023-07-30,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-07-02,Fresh Food,🍗 Meat & Fish,Sausages,21,17,48,124.524737,13.058229,80.67493,7
2023-07-19,Fresh Food,🧀 Cheese,Soft Cheese,19,14,43,137.937136,8.800282,90.95633,12
2023-09-20,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,7,2,23,15.868133,0.9778,10.92481,0
2023-09-24,Fresh Food,🥛 Dairy & Eggs,Milk,50,38,209,485.28962,33.699388,325.03962,10
2023-09-24,Fresh Food,🍗 Meat & Fish,Fish & Seafood,6,3,11,45.368506,0.821258,30.0544,4
2023-08-05,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.641495,0.928702,3.16365,0
2023-08-25,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,6,7,28.33901,5.670637,19.77633,0
2023-09-12,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,4,6,14.627938,1.285021,8.73575,0
2023-07-31,Fresh Food,🍞 Bakery,Daily Baked Pastries,6,4,55,119.336895,3.343338,87.99063,0
2023-07-12,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,23,15,46,72.864913,3.899436,44.12709,18
2023-09-04,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,10,5,21,16.431299,2.429625,10.92724,1
2023-09-23,Fresh Food,🧀 Cheese,Blue Cheese,6,5,8,25.160545,1.628674,17.31837,0
2023-08-06,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,2,6,14.989077,2.554266,8.41285,0
2023-08-08,Fresh Food,🧀 Cheese,Blue Cheese,5,2,3,6.117642,0.646728,3.7771,0
2023-09-11,Fresh Food,🥪 Fresh & Ready,Soups,3,2,3,8.558971,0.584436,5.60253,0
2023-08-29,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,14,8,28,39.518435,2.291512,24.49448,0
2023-08-29,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,12,9,20,70.688646,1.368429,49.2525,0
2023-07-05,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,23,296,426.43258,34.611536,304.62932,26
2023-09-02,Fresh Food,🥕 Fruits & Vegetables,Berries,2,2,44,71.636918,3.939866,37.34184,1
2023-09-04,Fresh Food,🥕 Fruits & Vegetables,Vegetables,23,23,317,444.91848,29.199963,226.45765,26
2023-07-14,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,8,12,44.485991,2.458394,29.79012,0
2023-09-22,Fresh Food,🥕 Fruits & Vegetables,Berries,2,2,3,12.372501,0.784981,7.98466,0
2023-07-28,Fresh Food,🍗 Meat & Fish,Fresh Meat,12,9,26,125.107816,6.899747,79.94619,1
2023-07-26,Fresh Food,🍞 Bakery,Daily Baked Bread,7,9,46,75.334601,5.000786,47.2485,4
2023-07-19,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,11,7,15,55.110504,4.079411,36.06114,0
2023-09-29,Fresh Food,🧀 Cheese,Blue Cheese,6,5,8,25.155877,0,17.77237,0
2023-08-23,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,3,3,9.711956,0,6.35519,0
2023-09-27,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,4,19,42.814919,4.136571,27.19526,0
2023-07-27,Fresh Food,🧀 Cheese,Grated Cheese,4,2,4,11.273728,1.52589,7.01625,0
2023-08-23,Fresh Food,🧀 Cheese,Soft Cheese,21,14,27,90.383746,5.932046,58.36631,0
2023-09-28,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,47,34,119,239.964822,6.54035,162.20224,0
2023-09-07,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",27,18,119,192.806795,20.715238,141.50642,6
2023-07-08,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,71,150.220633,7.67604,106.46751,0
2023-09-07,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,52,31,115,255.657759,16.703172,172.00702,0
2023-09-05,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,4,21,47.625736,3.632625,30.81673,0
2023-07-04,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,62,47,201,234.866117,14.908512,155.29057,0
2023-08-25,Fresh Food,🧀 Cheese,Grated Cheese,4,4,10,29.953118,0.793889,17.57534,0
2023-09-08,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,2,9.260034,0.926407,6.31164,0
2023-08-25,Fresh Food,🍞 Bakery,Daily Baked Pastries,4,5,45,99.448814,7.270565,74.1234,4
2023-08-11,Fresh Food,🥕 Fruits & Vegetables,Fruits,25,24,235,408.639378,23.330583,275.05824,6
2023-09-30,Fresh Food,🍗 Meat & Fish,Ready To Cook,2,1,1,3.415201,0,2.13073,0
2023-07-27,Fresh Food,🍗 Meat & Fish,Fresh Meat,14,9,31,120.324118,12.158417,75.77909,42
2023-07-30,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,9,19,74.950504,7.492827,49.20961,5
2023-08-18,Fresh Food,🥛 Dairy & Eggs,Milk,49,37,175,409.846837,29.666056,273.54143,1
2023-09-19,Fresh Food,🥕 Fruits & Vegetables,Berries,3,3,37,79.291629,1.297619,48.98972,1
2023-09-17,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,12,33,57.315367,2.165161,36.29599,0
2023-07-14,Fresh Food,🧀 Cheese,Cheese Snacks,3,2,6,9.667522,0.761414,6.14396,0
2023-07-16,Fresh Food,🧀 Cheese,Soft Cheese,19,16,47,159.140297,10.590029,103.88264,0
2023-08-27,Fresh Food,🍗 Meat & Fish,Fresh Poultry,6,3,39,166.271594,13.418181,125.49226,0
2023-08-08,Fresh Food,🍞 Bakery,Sweet Pastries,30,21,75,77.77913,4.329029,46.43514,1
2023-09-18,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.626424,0.925687,3.15337,0
2023-09-07,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,8,26,47.826386,2.192429,29.83277,0
2023-07-04,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",21,17,107,179.853496,8.65304,128.61178,1
2023-08-27,Fresh Food,🧀 Cheese,Soft Cheese,21,13,38,119.884514,7.077765,77.46796,0
2023-07-29,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",20,20,99,160.4762,9.601718,116.86909,1
2023-09-30,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,67,45,201,274.661683,18.975577,183.7853,5
2023-08-03,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,8,23,73.790026,4.173897,46.66471,0
2023-09-06,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,24,275,471.158458,34.888226,297.29741,16
2023-08-29,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",24,21,115,186.99494,8.332026,131.44631,1
2023-08-05,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,17,6,12,27.634966,3.553298,18.67702,0
2023-09-15,Fresh Food,🧀 Cheese,Cheese Snacks,3,3,15,19.224157,0.436593,12.20046,0
2023-08-05,Fresh Food,🧀 Cheese,Grated Cheese,4,3,7,20.296195,1.695892,12.20801,4
2023-07-18,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,23,3,4,25.786805,1.213877,15.98678,0
2023-08-05,Fresh Food,🍞 Bakery,Daily Baked Bread,8,9,77,79.896673,6.846155,48.59847,5
2023-08-17,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,13,3,5,21.798513,0.95084,13.40079,0
2023-08-31,Fresh Food,🥪 Fresh & Ready,Ready Meals,21,11,18,64.832355,10.079457,40.75906,1
2023-07-09,Fresh Food,🥛 Dairy & Eggs,Milk,47,32,151,323.764321,24.746935,228.57483,12
2023-08-07,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",23,17,98,172.398125,12.476044,120.74077,10
2023-09-09,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,8,38,116.333937,4.65648,73.04064,0
2023-08-28,Fresh Food,🍗 Meat & Fish,Fresh Meat,17,15,42,169.347746,27.094259,106.54491,0
2023-08-27,Fresh Food,🍞 Bakery,Daily Baked Bread,9,8,72,62.93449,5.129051,37.53021,1
2023-07-26,Fresh Food,🍗 Meat & Fish,Fish & Seafood,7,7,22,86.854879,4.771354,56.57006,14
2023-08-25,Fresh Food,🍗 Meat & Fish,Sausages,20,13,35,90.153016,5.063069,56.35396,4
2023-08-21,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,3,3,6.068184,0,4.11632,0
2023-07-19,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,3,8,28.920114,1.456932,19.08176,0
2023-07-10,Fresh Food,🍗 Meat & Fish,Fresh Meat,15,15,38,185.441664,15.692587,119.20989,0
2023-08-06,Fresh Food,🧀 Cheese,Spreads,28,20,48,109.133993,8.254736,71.81042,2
2023-08-14,Fresh Food,🧀 Cheese,Blue Cheese,5,3,3,6.934752,0.485656,4.41136,0
2023-08-16,Fresh Food,🥪 Fresh & Ready,Sushi,2,1,3,18.230913,1.215799,11.53794,0
2023-08-12,Fresh Food,🧀 Cheese,Sliced Cheese,20,9,25,58.695263,3.38638,38.59749,0
2023-07-20,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,2,3,11.421602,1.507482,7.10988,1
2023-07-09,Fresh Food,🧀 Cheese,Cottage Cheese,11,10,53,75.73134,7.893699,50.40995,0
2023-09-30,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,1,1,2.008114,0,1.25231,0
2023-07-24,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,5,13,20.260175,1.666835,13.06067,4
2023-09-20,Fresh Food,🍗 Meat & Fish,Fish & Seafood,5,2,11,49.471478,1.474749,33.11849,0
2023-08-04,Fresh Food,🧀 Cheese,Grated Cheese,4,3,6,18.422963,2.78952,10.7631,0
2023-07-28,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,6,19,27.901086,1.013774,17.50992,0
2023-08-16,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,14,10,53,76.994552,4.741613,37.58239,14
2023-07-24,Fresh Food,🍞 Bakery,Crispbread,6,4,6,11.574342,0.711454,5.81969,0
2023-09-27,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,7,2,5,3.929542,0,2.79993,0
2023-07-12,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,17,3,4,7.427114,0,5.58852,0
2023-07-01,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,11,58,85.201805,6.515116,39.76333,27
2023-08-27,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,71,47,234,284.237029,21.261661,184.95832,17
2023-07-28,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,2,2,6.74768,0,5.16011,0
2023-07-21,Fresh Food,🥛 Dairy & Eggs,Milk,48,32,133,314.413582,9.876256,206.57503,11
2023-08-01,Fresh Food,🧀 Cheese,Fresh Cheese,5,5,28,60.781518,1.593963,42.60831,0
2023-09-04,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",26,20,131,211.266188,15.196278,154.32376,0
2023-07-06,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",21,18,105,173.896048,10.907485,124.69333,1
2023-08-04,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,53,47.981771,3.727447,25.91223,38
